Date,Artist,Song Name,Video,Type,Release
1/1/17,S.E.S,Remember,https://youtu.be/Rr0kii_IYqU,Girl,Minor
1/1/17,Bonus Baby,Urikiri,https://youtu.be/-BfiI-F-YZU,Girl,Major
12/31/16,SEVENTEEN,Highlight,https://youtu.be/p8Qm_EDTyt0,Boy,Minor
12/29/16,Rania,Start A Fire,https://youtu.be/yp5vQm-UmbU,Girl,Major
12/29/16,S.E.S,Love Story,https://youtu.be/M14nT1ZELfM,Girl,Minor
12/29/16,BP Rania,Start A Fire,https://youtu.be/yp5vQm-UmbU,Girl,Major
12/24/16,VIXX,Shooting Star,https://youtu.be/b1QrYw9xIJI,Boy,Minor
12/22/16,Double S 301,My Universe,https://youtu.be/GSSRbx5oHAc,Boy,Minor
12/21/16,SF9,So Beautiful,https://youtu.be/kSaayYTLKi8,Boy,Minor
12/20/16,Bolbbalgan4,Tell Me You Love Me,https://youtu.be/y5MAgMVwfFs,Girl,Major
12/20/16,NCT 127,Switch feat. SR15B,https://youtu.be/cVwxC1t19Lc,Boy,Minor
12/19/16,Boys Republic,Closer~kisu made dorekurai?,https://youtu.be/zuiFkKwcqDk,Boy,Japanese
12/18/16,EXO,For Life,https://youtu.be/3ZfN88tAb_Y,Boy,Minor
12/14/16,Apink,Cause you're my star,https://youtu.be/zZ3VVauUiiI,Girl,Minor
12/14/16,VAV,Here I Am,https://youtu.be/ub8wNCzDjyE,Boy,Major
12/14/16,LOONA,Let Me In (Haseul),https://youtu.be/6a4BWpBJppI,Girl,Major
12/14/16,LOONA,"The Carol (Heejin, Hyunjin, Haseul)",https://youtu.be/WX-lpEnIQQk,Girl,Major
12/14/16,Apink,Cause you're my star,https://youtu.be/-r5ULxo4WD0,Girl,Minor
12/13/16,The Eastlight,I Am What I Am,https://youtu.be/stccn8J7tqY,Boy,Minor
12/12/16,BIGBANG,Last Dance,https://youtu.be/--zku6TB5NY,Boy,Major
12/12/16,BIGBANG,FXXK IT,https://youtu.be/iIPH8LFYFRk,Boy,Major
12/12/16,KARD,Oh Nana,https://youtu.be/1Kjv-SFh-Uc,Co-ed,Major
12/12/16,Baechigi,The Way Home,https://youtu.be/dglSKPhbdLA,Boy,Minor
12/8/16,Double S 301,Remove,https://youtu.be/yQwAri7qFRg,Boy,Major
12/6/16,Pentagon,Can You Feel It,https://youtu.be/5_Dz-hOiZUE,Boy,Major
12/5/16,Hey Miss,Number 1,https://youtu.be/Ohui4fzuix4,Girl,Major
12/5/16,NCT 127,Good Thing,https://youtu.be/Dqk2csX79NI,Boy,Minor
12/4/16,Heize,Star,https://youtu.be/XUR8QByF2As,Girl Solo,Major
12/4/16,SEVENTEEN,BOOMBOOM,https://youtu.be/IzplmS-VeBc,Boy,Major
12/4/16,Myname,Alive or Fallen,https://youtu.be/tqsQ-M-jGXU,Boy,Japanese
12/4/16,BtoB,ChristmasTime~Only You~,https://youtu.be/FStAvutcs2s,Boy,Japanese
12/1/16,LABOUM,Winter Story,https://youtu.be/JwdmM8XY-nk,Girl,Major
11/30/16,SECHSKIES,Couple,https://youtu.be/42GaJk4YNLQ,Boy,Major
11/30/16,SHINee,Winter Wonderland,https://youtu.be/k9orFMMnSKw,Boy,Japanese
11/30/16,U-KISS,Lots of Love,https://youtu.be/xCCawjMTxd0,Boy,Japanese
11/29/16,AOA,WOW WAR TONIGHT,https://youtu.be/AecI4tgb-TA,Girl,Japanese
11/28/16,Oh My Girl,White,https://youtu.be/x5g7A-d0qTY,Girl,Minor
11/28/16,Shinhwa,Orange,https://youtu.be/fPlciv1KYMs,Boy,Major
11/27/16,B1A4,A Lie,https://youtu.be/x67c_lYqTQ8,Boy,Major
11/26/16,GOT7,Hard Carry,https://youtu.be/O57jr1oZDIw,Boy,Major
11/23/16,Mamamoo,Draw & Draw & Draw,https://youtu.be/sq9aDzvHWZo,Girl,Minor
11/23/16,H.U.B,The Time We Spent Together,https://youtu.be/wlaPnPvVGfs,Girl,Major
11/22/16,Badkiz,Ear Attack 2,https://youtu.be/2co4M-fL9lc,Girl,Major
11/21/16,SISTAR,One More Day (prod. Giorgio Moroder),https://youtu.be/E4TygUpWUTQ,Girl,Minor
11/20/16,VIXX,Milky Way,https://youtu.be/ltdmEbcUzis,Boy,Minor
11/20/16,UP10TION,White Night,https://youtu.be/0yco8SOHz8M,Boy,Major
11/19/16,SG Wannabe,I'm Missing You,https://youtu.be/BUl02GSOB98,Boy,Major
11/18/16,B.A.P,Fly High,https://youtu.be/4GL4zwGaXQU,Boy,Japanese
11/18/16,KNK,U (Performance),https://youtu.be/d2LmYat0T2w,Boy,Major
11/17/16,EXO,Coming Over,https://youtu.be/Y2gM1vQ6MQw,Boy,Japanese
11/17/16,Voisper,Learn To Love,https://youtu.be/6LiOxpT3kd0,Boy,Major
11/17/16,Take,Lost,https://youtu.be/DfRYF6rma9E,Boy,Major
11/16/16,LOONA,Around You (Hyunjin),https://youtu.be/mybsDDymrsc,Girl,Major
11/16/16,LOONA,"I'll Be There (Heejin, Hyunjin)",https://youtu.be/pKybkK2gj1U,Girl,Major
11/15/16,Blity,Pit-A-Pat,https://youtu.be/hWVQNNbxqfE,Girl,
11/14/16,SHINee,Tell Me What To Do,https://youtu.be/nchkAmc49p4,Boy,Major
11/13/16,Snuper,It's Raining,https://youtu.be/_SkvOluCbtI,Boy,Major
11/13/16,JJCC,Freedom,https://youtu.be/bEqWol4rlAc,Boy,Japanese
11/10/16,IMFACT,Feel So Good,https://youtu.be/HgoxJW_O1E4,Boy,Major
11/10/16,Bolbbalgan4,Hard To Love,https://youtu.be/iLlLLBuuvVU,Girl,Major
11/9/16,ASTRO,Confession,https://youtu.be/tuAm9KH2dkY,Boy,Major
11/9/16,T-ara,TIAMO,https://youtu.be/xJHUKzz1vss,Girl,Major
11/9/16,Momoland,JJan! Koong! Kwang!,https://youtu.be/sE3z5Wjcw7E,Girl,Major
11/9/16,M.A.S 0094,Starlight,https://youtu.be/W7OYscgc2CU,Boy,Major
11/8/16,VICTON,I'm Fine,https://youtu.be/HHJB_Zbn-lQ,Boy,Major
11/8/16,D.I.P,Fizz,https://youtu.be/FIYm33ygc9g,Boy,Major
11/7/16,Mamamoo,Décalcomanie,https://youtu.be/y2OFPvYxZuY,Girl,Major
11/6/16,Topp Dogg,Rainy Day,https://youtu.be/75_-jTtBxtg,Boy,Major
11/6/16,B.A.P,SKYDIVE,https://youtu.be/7VEZuvy0-cc,Boy,Major
11/6/16,EXO-CBX,The One,https://youtu.be/6T8Iy2lktgo,Boy,Minor
11/6/16,Bastarz,That's Right,https://youtu.be/jWNOHhbwgWE,Boy,Minor
11/6/16,BtoB,I'll Be Your Man,https://youtu.be/__BFUf_nJl0,Boy,Major
11/4/16,GOT7,Hey Yah,https://youtu.be/TILcG-D0KgI,Boy,Japanese
11/2/16,24Hours,Our Night,https://youtu.be/kCRqfCEffzA,Co-ed,Minor
11/2/16,Taeyeon,11:11,https://youtu.be/ulr0muQKjk0,Girl Solo,Minor
11/2/16,Wable,Wind Petals,https://youtu.be/SaFAL3NHo2Q,Girl,Major
11/2/16,Mr.Mr,Good To Be Bad,https://youtu.be/2pkP3qmuSE0,Boy,Japanese
11/2/16,Mr.Mr,Everything,https://youtu.be/582n4n3pCMM,Boy,Japanese
11/2/16,The Eastlight,Holla,https://youtu.be/x3L6xB9i7JU,Boy,Major
11/1/16,SEVENTEEN,Check In,https://youtu.be/Tct9c4MrmMA,Boy,Minor
10/31/16,BLACKPINK,PLAYING WITH FIRE,https://youtu.be/9pdj4iJD08s,Girl,Major
10/31/16,BLACKPINK,STAY,https://youtu.be/FzVR_fymZw4,Girl,Major
10/31/16,Berry Good,Don't Believe,https://youtu.be/bAicySTsvLo,Girl,Major
10/31/16,Bastarz,Make It Rain,https://youtu.be/WXYQ1oxalEc,Boy,Major
10/30/16,EXO-CBX,Hey Mama!,https://youtu.be/AOzVyVv1HtQ,Boy,Major
10/30/16,VIXX,The Closer,https://youtu.be/Q2Rsmi7jhg8,Boy,Major
10/27/16,BEATWIN,Broken,https://youtu.be/-4zbOkRfgEs,Boy,Minor
10/25/16,Bastarz,Selfish & Beautiful Girl,https://youtu.be/VAsIrQDxB5M,Boy,Minor
10/24/16,High4 20,Weekend,https://youtu.be/7fn-Xnysv2s,Boy,Minor
10/23/16,TWICE,TT,https://youtu.be/ePpPVE-GGJw,Girl,Major
10/23/16,U-KISS,Panic,https://youtu.be/yXzXqYR3Occ,Boy,Japanese
10/21/16,24K,Bingo,https://youtu.be/zEOo_zSAXxw,Boy,Major
10/21/16,Boyfriend,Jackpot,https://youtu.be/qFsfxqfjHMA,Boy,Japanese
10/20/16,Bulldok,Why Not,https://youtu.be/dOnK_GOR3W8,Girl,Major
10/18/16,A.DE,Good Time,https://youtu.be/G6Pt0BJCzCc,Girl,Major
10/18/16,Matilda,You Bad! Don't Make Me Cry,https://youtu.be/EeNQcoKfQ2k,Girl,Major
10/16/16,I.O.I,Very Very Very,https://youtu.be/l1hxg1rY17I,Girl,Major
10/16/16,SEVENTEEN,Healing,https://youtu.be/BZD5m9K8hxk,Boy,Minor
10/14/16,Davichi,Love Is,https://youtu.be/9igJgVAnBUQ,Girl,Major
10/14/16,Block B,My Zone,https://youtu.be/6lGwImdX_Rs,Boy,Japanese
10/13/16,Davichi,Beside Me,https://youtu.be/bstWoRsocaw,Girl,Major
10/13/16,Highteen,Boom Boom Clap,https://youtu.be/e1HGKGpHtKI,Girl,Major
10/12/16,Ladies' Code,The Rain,https://youtu.be/Wsx9f8tdifw,Girl,Major
10/12/16,100%,Better Day,https://youtu.be/9A9z8lXwl28,Boy,Major
10/10/16,Girls Girls,Juicy Secret,https://youtu.be/GDH68i1m5NM,Girl,Major
10/9/16,BTS,Blood Sweat & Tears,https://youtu.be/hmE9f-TEutc,Boy,Major
10/9/16,Pentagon,Gorilla,https://youtu.be/-9pJQkZVuTA,Boy,Major
10/7/16,M.C The Max,You you and you,https://youtu.be/JTuFMCHuwaY,Boy,Major
10/6/16,SECHSKIES,Three Words,https://youtu.be/m7Zt_p9S-yg,Boy,Major
10/6/16,NU'EST,Daybreak,https://youtu.be/bBnWklKfYN0,Boy,Major
10/5/16,Voisper,Heart,https://youtu.be/kzK_WeliIF0,Boy,Major
10/4/16,SHINee,1 of 1,https://youtu.be/WJua7KEP_oE,Boy,Major
10/4/16,LOONA,ViViD (Heejin),https://youtu.be/-FCYE87P5L0,Girl,Major
10/4/16,SF9,Fanfare,https://youtu.be/id0c8yuwmTg,Boy,Major
10/3/16,MONSTA X,Fighter,https://youtu.be/sDGDv2CZlug,Boy,Major
10/2/16,High4 20,HookGA feat. Hwasa,https://youtu.be/BpkCrMli-Pg,Boy,Major
9/30/16,December,Mother,https://youtu.be/2t6sQsiD298,Boy,Major
9/28/16,Dal Shabet,FRI.SAT.SUN,https://youtu.be/GTK6ja_Njro,Girl,Major
9/28/16,101,Don't Give Up,https://youtu.be/Ln2q4A9zL3E,Girl,Special
9/25/16,Crayon Pop,Doo Doom Chit,https://youtu.be/vaijpqksV8Q,Girl,Major
9/25/16,Apink,Only One,https://youtu.be/kCSFdRf0210,Girl,Major
9/20/16,Clazziquai Project,Speak Of Love,https://youtu.be/3mzFs7deVhA,Co-ed,Major
9/20/16,Mamamoo,New York,https://youtu.be/OucgyzOKLWM,Girl,Minor
9/19/16,Song Jieun,Bobby Doll,https://youtu.be/6lXW5kRDHYw,Girl Solo,Major
9/18/16,Infinite,The Eye,https://youtu.be/Cmhca-ROWwQ,Boy,Major
9/17/16,EXO,Dancing King (with Yoo Jaesuk),https://youtu.be/4EiNsoTc9kk,Boy,Minor
9/13/16,DIA,This Love,https://youtu.be/kvBs49-Q1MQ,Girl,Minor
9/12/16,DIA,Mr. Potter,https://youtu.be/0KGHiRo2apM,Girl,Major
9/12/16,CNBLUE,Glory Days,https://youtu.be/0ASitqUBpWQ,Boy,Japanese
9/12/16,2PM,Promise (I'll Be),https://youtu.be/dfEyn_LikFU,Boy,Major
9/8/16,MOBB,Hit Me,https://youtu.be/AUZpMSbE-Z8,Boy,Major
9/8/16,MOBB,Full House,https://youtu.be/yMBPLGzW1UI,Boy,Major
9/7/16,Nell,Vain Hope,https://youtu.be/uwyWMhb0nlU,Boy,Major
9/6/16,Red Velvet,Russian Roulette,https://youtu.be/QslJYDX3o8s,Girl,Major
9/6/16,Clazziquai Project,#Curious,https://youtu.be/OslCGxAfNb0,Co-ed,Major
9/5/16,B.I.G,Take You Home,https://youtu.be/37CXZJuU5dk,Boy,Minor
9/1/16,HALO,Mariya,https://youtu.be/WDfMox-q7lY,Boy,Major
8/31/16,Brave Girls,Yoo-hoo,https://youtu.be/PzBXffEeIuQ,Girl,Major
8/30/16,Mamamoo,Angel,https://youtu.be/JvYcoafZzjI,Girl,Minor
8/30/16,Mamamoo,Dab Dab,https://youtu.be/BoFcdgdRyHo,Girl,Minor
8/30/16,Sunny Hill,On The Way Home,https://youtu.be/-67pGMcgW3k,Girl,Major
8/28/16,Bolbbalgan4,Galaxy,https://youtu.be/9U8uA702xrE,Girl,Major
8/28/16,NU'EST,Love Paint (Every Afternoon),https://youtu.be/Ee15gbUiqfs,Boy,Major
8/25/16,Urban Zakapa,Thursday Night,https://youtu.be/Rcagb_psrbs,Co-ed,Major
8/24/16,NCT DREAM,Chewing Gum,https://youtu.be/fwmvF5ffmhg,Boy,Major
8/24/16,Spica,Secret Time,https://youtu.be/ep5X71Lqg1M,Girl,Major
8/22/16,Two X,Over,https://youtu.be/nebBti6L4pA,Girl,Major
8/22/16,LABOUM,Shooting Love,https://youtu.be/VSYoDqkbzzg,Girl,Major
8/21/16,ROMEO,Treasure,https://youtu.be/4hMfTOBUJDE,Boy,Minor
8/21/16,Bambino,Moonlight Shower,https://youtu.be/PJ_GIRTTRaA,Girl,Major
8/19/16,Nell,Dream Catcher,https://youtu.be/6nepzo6LZqs,Boy,Major
8/18/16,I.B.I,MOLAE MOLAE,https://youtu.be/t2wG8NCSQPI,Girl,Major
8/18/16,MASC,Strange,https://youtu.be/6GAYcgZ3seA,Boy,Major
8/17/16,EXO,Lotto,https://youtu.be/tbe3pe2BtwA,Boy,Major
8/16/16,Dorothy,Purple Lips,https://youtu.be/yZw4tLGgyjU,Girl,Major
8/16/16,WJSN,Secret,https://youtu.be/5m2KBDBueAM,Girl,Major
8/15/16,Badkiz,Hothae,https://youtu.be/OgFPGjOvv4k,Girl,Major
8/13/16,VIXX,Fantasy,https://youtu.be/IuaRdAozUI0,Boy,Major
8/10/16,24K,Still 24K,https://youtu.be/WPsAtmGofT0,Boy,Major
8/9/16,Dimepiece,Go Back Jump,https://youtu.be/F3dpkwn_A3s,Girl,Minor
8/8/16,I.O.I,Whatta Man (Good man),https://youtu.be/fOn5tSagerY,Girl,Major
8/8/16,BLACKPINK,WHISTLE,https://youtu.be/dISNgvVpWlo,Girl,Major
8/8/16,BLACKPINK,BOOMBAYAH,https://youtu.be/bwmSjveL3Lc,Girl,Major
8/7/16,B.A.P,That's My Jam,https://youtu.be/dusY_K0TDsQ,Boy,Major
8/7/16,MONSTA X,Stuck,https://youtu.be/ro74Ki2jsNg,Boy,Major
8/5/16,Y Teen,Do Better,https://youtu.be/1JX48ClBg9E,Co-ed,CF
8/5/16,HALO,Heaven Heaven,https://youtu.be/7Qz1GMggnZc,Boy,Japanese
8/4/16,UP10TION,Tonight,https://youtu.be/vg0nmaPGCNk,Boy,Major
8/3/16,9MUSES A,Lip 2 Lip,https://youtu.be/nb6v2Uma82w,Girl,Major
8/3/16,A-Daily,Chu,https://youtu.be/xc9vaMsJtsg,Girl,Major
8/1/16,Inx,Alright,https://youtu.be/i3LnX-wmvSQ,Boy,Major
8/1/16,N.Flying,Endless Summer,https://youtu.be/6qpdzFgZ0Uk,Boy,Japanese
7/31/16,Oh My Girl,Listen to my word (A-ing),https://youtu.be/_W4dL2Av6LE,Girl,Major
7/29/16,D.Holic,Color Me Rad,https://youtu.be/eAp6zeE2bMA,Girl,Major
7/28/16,NCT 127,Taste The Feeling,https://youtu.be/uwMngvoyYMw,Boy,CF
7/27/16,Tweety,Sea,https://youtu.be/Sqf00AMI2q8,Girl,Major
7/23/16,Apink,Summer Time,https://youtu.be/xG7HvJ1KEPs,Girl,Japanese
7/22/16,"Dynamic Duo, Primary, Boi B, Crush",Highfive,https://youtu.be/9nTLaNeud0s,Boy,Major
7/21/16,f(x),All Mine,https://youtu.be/Z0S3knWIdrY,Girl,Minor
7/20/16,24Hours,Get It On,https://youtu.be/joeO5WYRPro,Co-ed,Minor
7/20/16,Fei,Fantasy,https://youtu.be/GEF1Ah8QaXw,Girl Solo,Major
7/19/16,Laysha,Chocolate Cream,https://youtu.be/HfySji7kNi0,Girl,Minor
7/19/16,Gavy NJ,Shubirubirub,https://youtu.be/hzTQdWT14dA,Girl,Major
7/18/16,Stellar,Crying,https://youtu.be/rQPn8f9uls4,Girl,Major
7/18/16,Eyedi,Sign (Feat. Loopy),https://youtu.be/Yo-pHJYCgR4,Girl Solo,Major
7/18/16,BEATWIN,Your Girl,https://youtu.be/6xgpY3sCDdU,Boy,Major
7/18/16,FTISLAND,Just Do It,https://youtu.be/eRweC4O589s,Boy,Japanese
7/17/16,Heize,And July feat. DEAN & DJ Fritz,https://youtu.be/rCeM57e2BfU,Girl Solo,Major
7/17/16,Hello Venus,Paradise,https://youtu.be/fF8l_ePlOH4,Girl,Minor
7/17/16,FTISLAND,Take Me Now,https://youtu.be/TPNcPSyz63I,Boy,Major
7/15/16,Lime,Take It Slow,https://youtu.be/7WZwlOrRELI,Girl,Major
7/14/16,Mr.Mr,Rock The World,https://youtu.be/fjPbou5YKHs,Boy,Japanese
7/11/16,Snuper,You=Heaven,https://youtu.be/Gnp8zAk3NbM,Boy,Major
7/11/16,VROMANCE,She,https://youtu.be/MICKDtMUm34,Boy,Major
7/11/16,M&D,Ulsanbawi,https://youtu.be/re5yPhC3hd8,Boy,Major
7/9/16,Unnies,Shut Up,https://youtu.be/gluvBLJYBjs,Girl,Special
7/8/16,Infinite,That Summer (Second Story),https://youtu.be/j5wO4XYnX7c,Boy,Major
7/8/16,Pentagon,Young,https://youtu.be/xZ1by4jEy44,Boy,Minor
7/7/16,CIVA,Why,https://youtu.be/h8El2kWazIU,Girl,Major
7/7/16,Matilda,Summer Again,https://youtu.be/7L6IwJeD0lE,Girl,Major
7/6/16,Girl's Day,Ring My Bell,https://youtu.be/z4sN05-xIs4,Girl,Major
7/6/16,NCT 127,Firetruck,https://youtu.be/_psXn_VJ_AE,Boy,Major
7/6/16,Teen Top,Love Comes,https://youtu.be/39LfDc8X5qI,Boy,Minor
7/5/16,Taemin,Goodbye,https://youtu.be/WQQJ7zBzYJs,Boy Solo,Japanese
7/3/16,Beast,Ribbon,https://youtu.be/QQXsknBbcG0,Boy,Major
7/3/16,SEVENTEEN,VERY NICE,https://youtu.be/J-wFp43XOrA,Boy,Major
7/1/16,Heize,Shut Up & Groove feat. DEAN,https://youtu.be/sk6WiGOmlso,Girl Solo,Major
6/30/16,ASTRO,Breathless,https://youtu.be/aBNyHAasnSM,Boy,Major
6/30/16,VAV,No Doubt,https://youtu.be/ni15zJEzHEE,Boy,Major
6/30/16,MelodyDay,Color,https://youtu.be/ZKfpMkDk87I,Girl,Major
6/29/16,Wonder Girls,Why So Lonely,https://youtu.be/PYGODWJgR-c,Girl,Major
6/28/16,Taeyeon,Why,https://youtu.be/WkdtmT8A2iY,Girl Solo,Major
6/28/16,Sonamoo,I Like You Too Much,https://youtu.be/9YmVUjBB6Hc,Girl,Major
6/27/16,gugudan,Wonderland,https://youtu.be/Ej-PBlE4ODQ,Girl,Major
6/27/16,Wanna.B,Why,https://youtu.be/w_cYV97Zp4k,Girl,Major
6/26/16,Beast,Butterfly,https://youtu.be/GLshspTLgvw,Boy,Minor
6/26/16,Brave Girls,High Heels,https://youtu.be/a_0GkKQ_nzc,Girl,Major
6/26/16,Pledis Girlz,We,https://youtu.be/hYVS4gjwj-E,Girl,Major
6/24/16,Taeyeon,Starlight feat. DEAN,https://youtu.be/eNmL4JiGxZQ,Girl Solo,Minor
6/22/16,ROMEO,Miro,https://youtu.be/u7hZagv3TY8,Boy,Major
6/22/16,A.DE,Strawberry,https://youtu.be/4im-R1kqgxw,Girl,Major
6/21/16,Baechigi,Hangover,https://youtu.be/dumHSJ_LCgE,Boy,Major
6/20/16,SISTAR,I Like That,https://youtu.be/LJVUjmNMF8c,Girl,Major
6/20/16,Madtown,Emptiness,https://youtu.be/8eVA4g-oakg,Boy,Major
6/19/16,As One,The Pain I Caused,https://youtu.be/dRF96GUdqQU,Girl,Major
6/16/16,Voisper,Summer Cold,https://youtu.be/OJuQUigpZE0,Boy,Major
6/15/16,SEVENTEEN,Love Letter,https://youtu.be/UwZv5jjPaBE,Boy,Minor
6/14/16,DIA,On The Road,https://youtu.be/fEYF3T0kQEo,Girl,Major
6/14/16,Daybreak,With,https://youtu.be/7r_KhDkaCrc,Boy,Minor
6/14/16,Daybreak,I'll just let you walk the path,https://youtu.be/0AHQ37eJCnw,Boy,Major
6/11/16,BtoB,L.U.V,https://youtu.be/PpfIpQP0oWc,Boy,Japanese
6/10/16,GFRIEND,Navillera,https://youtu.be/Se8bbsUFjC8,Girl,Major
6/8/16,Double S 301,AH-HA,https://youtu.be/BQEFnUtTd7E,Boy,Major
6/8/16,EXO,Lucky One,https://youtu.be/73QzQYN8FtE,Boy,Major
6/8/16,EXO,Monster,https://youtu.be/KSH-FVVtTf0,Boy,Major
6/7/16,Drug Restauant,Mistake,https://youtu.be/WYWCfpNDg28,Boy,Major
6/7/16,Mighty Mouth,Sugar Sugar,https://youtu.be/IeTEvotjK08,Boy,Major
6/6/16,U-KISS,Stalker,https://youtu.be/3pN7REpLn3I,Boy,Major
6/1/16,UP10TION,Stay,https://youtu.be/YVjse1WojFI,Boy,Minor
6/1/16,KNK,Back Again,https://youtu.be/tp34Lfv3OLc,Boy,Major
5/31/16,EXID,L.I.E,https://youtu.be/RnDSODY7bVE,Girl,Major
5/30/16,Fiestar,Apple Pie,https://youtu.be/3BpnB47Fxts,Girl,Major
5/30/16,Luna,Free Somebody,https://youtu.be/lpwG8f9nt4s,Girl Solo,Major
5/29/16,CLC,No Oh Oh,https://youtu.be/GoV7B9K23ts,Girl,Major
5/29/16,iKON,#WYD,https://youtu.be/hth1VQNPtj0,Boy,Minor
5/27/16,Urban Zakapa,I Don't Love You,https://youtu.be/MfYPKZl7W1w,Co-ed,Major
5/27/16,Hotshot,Step by Step,https://youtu.be/FwRGYbfD6Kk,Boy,Japanese
5/25/16,Oh My Girl,Windy Day,https://youtu.be/AJqhKWo89FQ,Girl,Major
5/25/16,Boyfriend,To My Bestfriend,https://youtu.be/CpennpBiMqA,Boy,Minor
5/23/16,Tahiti,The Secret,https://youtu.be/N4a1dHfBzhg,Girl,Major
5/23/16,MAP6,Swagger Time,https://youtu.be/uxKzhUisHWQ,Boy,Major
5/23/16,Jonghyun,She Is,https://youtu.be/jmNhfjzmMrU,Boy Solo,Major
5/22/16,ROMEO,Nightmare,https://youtu.be/OM2oU8Xr5hI,Boy,Major
5/19/16,Road Boyz,"Shake It, Shake It",https://youtu.be/91Vm_JozM5M,Boy,Major
5/17/16,MONSTA X,All In,https://youtu.be/wNxPGbk-gwA,Boy,Major
5/16/16,B.I.G,Aphrodite,https://youtu.be/fqjI5JRSj24,Boy,Major
5/16/16,Agirls,UHOO,https://youtu.be/OxK-7RRAbwE,Girl,Major
5/15/16,BTS,Save ME,https://youtu.be/GZjt_sA2eso,Boy,Major
5/15/16,AOA,Good Luck,https://youtu.be/sno_genwMz8,Girl,Major
5/12/16,Live High,Happy Song,https://youtu.be/jdB0KnTp7Ug,Girl,Major
5/12/16,Teen Top,Apocalypse,https://youtu.be/v5rNP0JnB0Q,Boy,Minor
5/9/16,Icia,Time Bomb,https://youtu.be/RP1hMjmxFnc,Girl,Major
5/9/16,VAV,Brotherhood,https://youtu.be/6ttYpkbSW8M,Boy,Major
5/9/16,Hello Venus,Glow,https://youtu.be/NRvTfEhOiQk,Girl,Minor
5/8/16,I.C.E,We Are Not Compatible,https://youtu.be/OIGBgpcRj9E,Girl,Major
5/8/16,SHINee,Because of you,https://youtu.be/WQJ0uyc592o,Boy,Japanese
5/3/16,AKMU,Re-Bye,https://youtu.be/ST8O-AeY3Uo,Co-ed,Major
5/3/16,AKMU,How People Move,https://youtu.be/sbc2yBheAbo,Co-ed,Major
5/3/16,I.O.I,Dream Girls,https://youtu.be/1BVV9UqELbA,Girl,Major
5/2/16,JJCC,Right Now,https://youtu.be/YlNx8G93XY4,Boy,Japanese
5/2/16,Mixx,Oh Ma Mind,https://youtu.be/piq4u-3o0SI,Girl,Major
5/1/16,BTS,FIRE,https://youtu.be/ALj5MKjy2BU,Boy,Major
4/28/16,Various,U,https://youtu.be/KiHXhLTkSCI,Girl,Major
4/28/16,CoCoSoRi,exquisite!,https://youtu.be/yHttanRj6VU,Girl,Major
4/26/16,Mighty Mouth,Nice 2 Meet U,https://youtu.be/xpcnswosAUs,Boy,Major
4/26/16,APRIL,Tinkerbell,https://youtu.be/B9FTAcOK3cA,Girl,Major
4/24/16,TWICE,Cheer Up,https://youtu.be/c7rCyll5AeY,Girl,Major
4/24/16,Lovelyz,Destiny,https://youtu.be/S_IBk0RCsOo,Girl,Major
4/24/16,Bolbbalgan4,Fight Day,https://youtu.be/1ri7I32Auhg,Girl,Major
4/24/16,SEVENTEEN,Pretty U,https://youtu.be/j59LLNMEOZk,Boy,Major
4/19/16,AOA,Give Me the Love,https://youtu.be/8gzadsYCB7c,Girl,Japanese
4/19/16,BTS,EPILOGUE: Young Forever,https://youtu.be/HBj4y9Zibao,Boy,Minor
4/19/16,Berry Good,Angel,https://youtu.be/b6tfeK4NLuU,Girl,Major
4/19/16,VIXX,Dynamite,https://youtu.be/4bnIb1JJHdA,Boy,Major
4/19/16,ZE:A J,Just Tonight,https://youtu.be/wCKehSch18M,Boy,Japanese
4/18/16,Apink,The Wave,https://youtu.be/yXvCNLTWwB0,Girl,Minor
4/17/16,CNBLUE,Puzzle,https://youtu.be/CiL5YcPXKEQ,Boy,Japanese
4/17/16,UP10TION,Attention,https://youtu.be/TGzFv3g3luA,Boy,Major
4/14/16,"M&D, Wheein",Narcissus,https://youtu.be/W16RU4e_Kf0,Boy,Minor
4/11/16,HISTORY,Queen,https://youtu.be/m03Y0PdDUvA,Boy,Major
4/11/16,I.O.I,Crush,https://youtu.be/Kf3IumJmLqM,Girl,Minor
4/11/16,Block B,Toy,https://youtu.be/JtjxZoa_LHM,Boy,Major
4/9/16,J.Y. Park,Fire feat. Jimin Park,https://youtu.be/X2mqrzKHb3w,Boy Solo,Major
4/9/16,NCT U,Without You,https://youtu.be/y6OcvS54KYQ,Boy,Major
4/8/16,J.Y. Park,Still Alive,https://youtu.be/pJc2ypdWvEI,Boy Solo,Major
4/8/16,NCT U,The 7th Sense,https://youtu.be/3UGMDJ9kZCA,Boy,Major
4/5/16,LABOUM,Journey to Atlantis,https://youtu.be/m0o7fbNKhpM,Girl,Major
4/3/16,CNBLUE,You're So Fine,https://youtu.be/tQtdCBTcpR4,Boy,Major
4/3/16,Mamamoo,Woo Hoo,https://youtu.be/_eCJOj4NLlg,Girl,OST
3/29/16,DAY6,Letting Go,https://youtu.be/1-1TGNmQqZA,Boy,Major
3/29/16,Boys Republic,Get Down,https://youtu.be/nIiZ_jHlzS8,Boy,Major
3/29/16,N-Sonic,Excalibur,https://youtu.be/IYeY8HBeo2s,Boy,Major
3/28/16,Block B,A Few Years Later,https://youtu.be/qqqRn0l0PKE,Boy,Minor
3/27/16,Oh My Girl,LIAR LIAR,https://youtu.be/LNZKqhXCv5c,Girl,Major
