Date,Artist,Song Name,Video,Type,Release
9/7/20,Taemin,Criminal,https://youtu.be/hFQL7BS6lrs,Boy Solo,Major
9/7/20,Kim Namjoo (Apink),Bird,https://youtu.be/en4BDQgflG0,Girl Solo,Major
9/3/20,Wonho,Open Mind,https://youtu.be/3zFS-V_iCiM,Boy Solo,Major
9/3/20,Super Junior-D&E,Bad,https://youtu.be/f5uu30E_tL0,Boy,Major
9/3/20,Jamie,Numbers feat. Changmo,https://youtu.be/P0x8Wno40NM,Girl Solo,Major
9/2/20,LUNARSOLAR,Oh Ya Ya Ya,https://youtu.be/AkLSwJgMwvw,Girl,Major
9/2/20,CLC,Helicopter,https://youtu.be/NeUODC6F7zk,Girl,Major
9/1/20,Lovelyz,Obliviate,https://youtu.be/9GUqqRzIZgw,Girl,Major
9/1/20,SuperM,Tiger Inside,https://youtu.be/jUsUzbmSLow,Boy,Major
9/1/20,A.C.E,Favorite Boys,https://youtu.be/P416UUerDVs,Boy,Major
8/31/20,DAY6 (Even of Day),Where the sea sleeps,https://youtu.be/_NmzMzjoJyk,Boy,Major
8/31/20,Lee Eun Sang,Beautiful Scar feat. Park Woojin,https://youtu.be/DkKl1ainYqY,Boy Solo,Major
8/30/20,Sori,Initial S,https://youtu.be/bCYrDLrfWCQ,Girl Solo,Major
8/29/20,SUPERFIVE,All Eyes On Me,https://youtu.be/tC-dBkbMkFk,Boy,Special
8/29/20,Seven O'Clock,Hey There,https://youtu.be/Ant-0jFyOxA,Boy,Major
8/27/20,BLACKPINK,Ice Cream (with Selena Gomez),https://youtu.be/vRXZj0DzXIA,Girl,Major
8/27/20,M.O.N.T,Shadow,https://youtu.be/K836UbfyG9k,Boy,Minor
8/27/20,TWICE,FANCY -Japanese ver.-,https://youtu.be/6LbWN3FVfqI,Girl,Japanese
8/27/20,OnlyOneOf,a sOng Of ice & fire,https://youtu.be/iPhq4uhPfGk,Boy,Major
8/26/20,Botopass,Flamingo,https://youtu.be/DpuCGA6wnl0,Girl,Major
8/26/20,KARD,GUNSHOT,https://youtu.be/tVdiG144noo,Co-ed,Major
8/25/20,Kim Yohan,No More (Prod. Zion.T),https://youtu.be/bjko3XdiZK4,Boy Solo,Major
8/24/20,Seventeen,24H,https://youtu.be/MmI-vsaOoUE,Boy,Japanese
8/24/20,Cravity,Flame,https://youtu.be/ijXBdUxMnCE,Boy,Major
8/24/20,JENYER,BAD feat. KIMMUSEUM,https://youtu.be/umnKpBzf4oI,Girl Solo,Major
8/23/20,ATEEZ,THANXX,https://youtu.be/K7LY9Ta0eiY,Boy,Major
8/22/20,Byulzzi,BBIBBO BBIBBO,https://youtu.be/4QTrJa4hsBc,Girl,Major
8/21/20,BTS,Dynamite,https://youtu.be/gdZLi9oWNZg,Boy,English
8/21/20,Lee Sojung,ISLAND,https://youtu.be/RBeCce1BAfI,Girl Solo,Major
8/21/20,AREAL,Wake Me Up,https://youtu.be/FmXZdheHlNI,Girl,Major
8/20/20,MCND,nanana,https://youtu.be/pgxxcrVtNrQ,Boy,Major
8/19/20,EXID,B.L.E.S.S.E.D KR ver.,https://youtu.be/2mhr0XnF3Hk,Girl,Minor
8/19/20,Sunmi,Borderline,https://youtu.be/QuMdGfmFNgE,Girl Solo,Special
8/19/20,Oneus,TO BE OR NOT TO BE,https://youtu.be/XLV--CXZzxM,Boy,Major
8/19/20,Hyolyn,Say My Name,https://youtu.be/_Cgk3TMAjKU,Girl Solo,Major
8/19/20,(G)I-DLE,Oh my god (Japanese ver.),https://youtu.be/u7wSlAgEcvg,Girl,Japanese
8/18/20,DONGKIZ,Beautiful,https://youtu.be/YijcYtiFPiE,Boy,Major
8/18/20,TXT,Drama (Japanese Ver.),https://youtu.be/UUOGVgComrU,Boy,Japanese
8/18/20,Oh My Girl,Nonstop (Japanese Ver.),https://youtu.be/jxHIgFyovn4,Girl,Japanese
8/18/20,Kang Daniel,Movie,https://youtu.be/IjVjNJ_Weg0,Boy Solo,Minor
8/17/20,DUSTIN-ON,0 (Young) feat. Min_A of HOLICS,https://youtu.be/dUvc8NxgYkY,Boy,Major
8/17/20,Dreamcatcher,BOCA,https://youtu.be/MZ4JGye4dQU,Girl,Major
8/17/20,ITZY,Not Shy,https://youtu.be/wTowEKjDGkU,Girl,Major
8/17/20,Floria,CHITTY CHITTY,https://youtu.be/JUD9f3YEn34,Girl,Major
8/14/20,Jessi,Numb,https://youtu.be/pVTB03ZgHWI,Girl Solo,Minor
8/14/20,Hyunjun Hur,Baragi,https://youtu.be/NdKkAcy5xbI,Boy Solo,Major
8/14/20,Brave Girls,We Ride,https://youtu.be/4HjcypoChfQ,Girl,Major
8/13/20,SuperM,100,https://youtu.be/nyzhtvtJWDQ,Boy,Major
8/13/20,Wonho,Loosing You,https://youtu.be/9Xfy6EwfrpQ,Boy Solo,Major
8/13/20,Rothy,Ocean View feat. Chanyeol,https://youtu.be/YViNoZJ46v0,Girl Solo,Major
8/11/20,J.Y. Park,When We Disco (duet with Sunmi),https://youtu.be/zrsBjYukE8s,Boy Solo,Major
8/10/20,ONF,Sukhumvit Swimming,https://youtu.be/pFSqmE-jy9g,Boy,Major
8/10/20,Han SeungWoo,Sacrifice,https://youtu.be/QXeZUeD0Xo4,Boy Solo,Major
8/10/20,Hyolyn,9LIVES,https://youtu.be/XE7C5BKwmzA,Girl Solo,Major
8/7/20,Treasure,Boy,https://youtu.be/JSAfPh1A25E,Boy,Major
8/6/20,ENOi,W.A.Y (Where Are You),https://youtu.be/WKz0MMe687Y,Boy,Major
8/6/20,Cherry Bullet,Aloha Oe,https://youtu.be/fFlwNm9wAwQ,Girl,Major
8/5/20,1the9,Count,https://youtu.be/xJOwYiC6OmM,Boy,Major
8/4/20,Taemin,2 Kids,https://youtu.be/7UZRHi0kh3c,Boy Solo,Major
8/4/20,ENOi,For Flower Bud,https://youtu.be/JmuqKsfJrpA,Boy,Special
8/4/20,1TEAM,ULLAELI KKOLLAELI,https://youtu.be/9YKNEwF11tU,Boy,Major
8/4/20,Rocket Punch,Juicy,https://youtu.be/CEE7It_C85k,Girl,Major
8/4/20,Miso,Blessed,https://youtu.be/kyoKSFoELRc,Girl Solo,Major
8/4/20,Maka Maka,Burning Power,https://youtu.be/aEEYincDz8Y,Girl,Major
8/3/20,Kang Daniel,Who You Are,https://youtu.be/SQj7Ed-Z9Lk,Boy Solo,Major
8/3/20,(G)I-DLE,DUMDi DUMDi,https://youtu.be/HPQ5mqovXHo,Girl,Major
8/3/20,SATURDAY,D.B.D.B.DIB,https://youtu.be/hFns3kXV_4M,Girl,Major
8/3/20,Kim Jeong_uk,dream,https://youtu.be/zeVcqt_A4sc,Boy Solo,Major
8/2/20,Hong Eunki,Flower,https://youtu.be/n7ZgK20DimU,Boy Solo,Major
7/31/20,KEEMBO,99(GU GU),https://youtu.be/rF50BpCLhSQ,Girl,Major
7/30/20,Eric Nam,Paradise,https://youtu.be/bJZ8g5AJKp8,Boy Solo,Major
7/30/20,Jessi,Nunu Nana,https://youtu.be/tJQaUW36pMw,Girl Solo,Major
7/30/20,M.O.N.T,BOOM BANG,https://youtu.be/BLFUfth27To,Boy,Major
7/30/20,S.I.S,Don't Wait,https://youtu.be/-gLKbUZt3mE,Girl,Special
7/30/20,BLASTAR,One Way,https://youtu.be/eLyh0Y8Uypk,Girl,Major
7/29/20,ATEEZ,Inception,https://youtu.be/2NArH91kHoQ,Boy,Major
7/29/20,APRIL,Now or Never,https://youtu.be/i0bA3fFmIMY,Girl,Major
7/28/20,Ravi,Paradise feat. Ha Sungwoon,https://youtu.be/XNVK2nG8aMU,Boy Solo,Major
7/28/20,Soyou,Gotta Go,https://youtu.be/XNWr1ZppuPQ,Girl Solo,Major
7/27/20,Oneus,Come Back Home,https://youtu.be/P-hFKrvDaGw,Boy,Major
7/27/20,Yoon Doojun,Lonely Night,https://youtu.be/xxAHYx6R70Q,Boy Solo,Major
7/27/20,Kang Daniel,"Waves feat. SIMON DOMINIC, JAMIE",https://youtu.be/SlNTVljJf3g,Boy Solo,Major
7/26/20,Song Jieun,MIL(Make it love),https://youtu.be/Szic7KThfSg,Girl Solo,Major
7/25/20,SSAK3,Beach Again,https://youtu.be/ESKfHHtiSjs,Co-ed,Major
7/24/20,The Man BLK,Time Turner,https://youtu.be/yQQ8PozoJPM,Boy,Major
7/24/20,N.Flying,STARLIGHT,https://youtu.be/k2bjShbdb4U,Boy,Minor
7/23/20,CHIC&IDLE,3! 4!,https://youtu.be/3H-iRbwpHj0,Girl,Special
7/23/20,Lee Hi,HOLO,https://youtu.be/VdeK_VsG9U0,Girl Solo,Major
7/22/20,Huh Chanmi,Lights,https://youtu.be/s-U_32aatBM,Girl Solo,Major
7/22/20,Hyoyeon,"Dessert feat Loopy, SOYEON",https://youtu.be/4VmLuWDkHYQ,Girl Solo,Major
7/22/20,Somi,What You Waiting For,https://youtu.be/lBYyAQ99ZFI,Girl Solo,Major
7/22/20,WINNER,Remember (Japanese Ver.),https://youtu.be/LuCabV2bU9c,Boy,Japanese
7/21/20,Yukika,Soul Lady,https://youtu.be/942NkXvAtAM,Girl Solo,Major
7/19/20,Red Velvet - IRENE & SEULGI,Naughty,https://youtu.be/wCWoUUWwdqg,Girl,Minor
7/18/20,Y&W,Walk With Me,https://youtu.be/ip0pXlVB9lI,Boy,Major
7/17/20,EXID,B.L.E.S.S.E.D,https://youtu.be/i4BINvVM580,Girl,Japanese
7/16/20,MustB,Realize,https://youtu.be/aTdQxO0jGoU,Boy,Major
7/16/20,AleXa,Villain,https://youtu.be/xGA4F5WOXOs,Girl Solo,Major
7/16/20,Hwasa,LMM,https://youtu.be/pkjEpDeDLOg,Girl Solo,Minor
7/16/20,1the9,Bad Guy,https://youtu.be/bVJRChtWth4,Boy,Major
7/15/20,Jeong Eunji,AWay,https://youtu.be/x_JeRI2eK9o,Girl Solo,Major
7/14/20,TOO,"Count 1, 2",https://youtu.be/OJDzG67Ruq0,Boy,Major
7/14/20,Jeong Sewoon,Say Yes,https://youtu.be/682dzF96EZw,Boy Solo,Major
7/14/20,Crush,OHIO,https://youtu.be/l0Uj2RH5GO4,Boy Solo,Major
7/14/20,Pink Fantasy,Shadow Play,https://youtu.be/P6DnkkeXJw0,Girl,Major
7/13/20,EXO-SC,1 Billion Views feat. MOON,https://youtu.be/9sLaT9eHAYQ,Boy,Major
7/13/20,GFRIEND,Apple,https://youtu.be/XQSse3b2ge4,Girl,Major
7/13/20,XRO,Chuckle,https://youtu.be/VpN_0UvqLFw,Boy,Major
7/13/20,CSVC,No Mercy,https://youtu.be/4Qqm52nF07I,Girl,Major
7/12/20,GAVY NJ,X-Girlfriend,https://youtu.be/FBm9QgV55A8,Girl,Major
7/10/20,BIBI,I'm Good at Goodbyes,https://youtu.be/tUsytxM1ld8,Girl Solo,Major
7/10/20,Pierce,Winner,https://youtu.be/6PF2kR24fy4,Girl,Major
7/9/20,Huh Chanmi,I'm fine thanks,https://youtu.be/DZKmuvZVFaU,Girl Solo,Special
7/9/20,EXO-SC,On Me (Sehun Solo),https://youtu.be/6SbXGBC7GU4,Boy,Minor
7/9/20,Solji (EXID),Rains Again,https://youtu.be/pD4FSlKqw3o,Girl Solo,Major
7/8/20,EXO-SC,Nothin (Chanyeol Solo),https://youtu.be/yClGpsAUm84,Boy,Minor
7/7/20,Great Guys,Run,https://youtu.be/e7iSEUbXov0,Boy,Major
7/7/20,EXO-SC,Telephone feat. 10CM,https://youtu.be/5Lw38CVAVxw,Boy,Minor
7/7/20,(G)I-DLE,I'm The Trend,https://youtu.be/ZlKoeJ3xlx4,Girl,Special
7/6/20,DONGKIZ I:KAN,Y.O.U,https://youtu.be/YbRSOPW9C3E,Boy,Major
7/6/20,Red Velvet - IRENE SEULGI,Monster,https://youtu.be/Ujb-gvqsoi0,Girl,Major
7/6/20,F.Cuz,Shine,https://youtu.be/6y5Po_8RoCY,Boy,Major
7/6/20,Zico,Cartoon,https://youtu.be/nnq7_E_Tzlw,Boy Solo,Major
7/6/20,Chungha,Play feat. Changmo,https://youtu.be/jPFrHYXYxak,Girl Solo,Major
7/5/20,eaJ,Pacman,https://youtu.be/i0MrGb1hT2U,Boy Solo,Major
7/4/20,Great Guys,In Summer,https://youtu.be/Eu4qnbXXukw,Boy,Major
7/1/20,Zico,Summer Hate feat. Rain,https://youtu.be/oKUEbsJDvuo,Boy Solo,Major
7/1/20,Verivery,Thunder,https://youtu.be/cBmyToXssjE,Boy,Major
6/30/20,Lee Jinhyuk,Bedlam,https://youtu.be/8z1HYnNgqKY,Boy Solo,Major
6/29/20,AB6IX,The Answer,https://youtu.be/a8fy2N6hQCA,Boy,Major
6/29/20,Weeekly,Tag Me (@Me),https://youtu.be/Moq0aOiTUOA,Girl,Major
6/29/20,Pentagon,Basquiat (Performance Video),https://youtu.be/Cdx2PSqZoPY,Boy,Special
6/29/20,3YE,Yessir,https://youtu.be/ASekpYn6V8I,Girl,Major
6/29/20,Sunmi,pporappippam,https://youtu.be/Is7glC9Jp7Q,Girl Solo,Major
6/29/20,Hwasa,Maria,https://youtu.be/brZRDjFIFJs,Girl Solo,Major
6/29/20,WOODZ,Love Me Harder,https://youtu.be/HaqhQs5lBWE,Boy Solo,Major
6/28/20,Stray Kids,Blueprint,https://youtu.be/LYJDf9oPQ-0,Boy,Minor
6/28/20,N.Flying,Flower Fantasy,https://youtu.be/jYHB-ak6d94,Boy,Minor
6/28/20,TXT,Eternally,https://youtu.be/mxlloUcfUy0,Boy,Special
6/26/20,BLACKPINK,How You Like That,https://youtu.be/ioNng23DkIM,Girl,Major
6/26/20,BTS,Stay Gold,https://youtu.be/9IHwqdz8Xhw,Boy,Japanese
6/25/20,Nada,My Body,https://youtu.be/GHmY8-J6kVM,Girl Solo,Major
6/22/20,Golden Child,ONE(Lucid Dream),https://youtu.be/jZCj4w1jkhQ,Boy,Major
6/22/20,Seventeen,Left & Right,https://youtu.be/HdZdxocqzq4,Boy,Major
6/21/20,VOISPER,The Day,https://youtu.be/SkeGHYqUa54,Boy,Major
6/18/20,TWICE,Fanfare,https://youtu.be/kRT174IdxuM,Girl,Japanese
6/18/20,Weki Meki,Oopsy,https://youtu.be/XjYCYEerg1Q,Girl,Major
6/17/20,Cravity,Cloud 9,https://youtu.be/AUc9pglUn2E,Boy,Major
6/17/20,D1CE,Draw You,https://youtu.be/4hhWT7pwCBI,Boy,Major
6/17/20,Stray Kids,God's Menu,https://youtu.be/TQTlCHxyuu8,Boy,Major
6/17/20,N.O.M,I'm Not But,https://youtu.be/q6xN90P1_dw,Boy,Major
6/16/20,NATURE,Girls,https://youtu.be/IRUNTOqCmAM,Girl,Major
6/16/20,Baek Ayeon,Looking for Love,https://youtu.be/j2vmyio0cgI,Girl Solo,Major
6/15/20,Hi Cutie,Try Again,https://youtu.be/bWm4kQEOzjI,Girl,Major
6/15/20,IZ*ONE,Secret Story of the Swan,https://youtu.be/nnVjsos40qk,Girl,Major
6/15/20,Heize,Your name feat. ASH ISLAND,https://youtu.be/lvT3LSgHHJ4,Girl Solo,Major
6/12/20,Jea,Greedyy feat. Moonbyul,https://youtu.be/ZDHNDz0RQcY,Girl Solo,Major
6/11/20,Seventeen,My My,https://youtu.be/PQOJJ037ys8,Boy,Minor
6/11/20,MOMOLAND,Starry Night,https://youtu.be/a9wtk92Ik_Q,Girl,Special
6/10/20,DIA,Hug U,https://youtu.be/A7TS7qrhFxc,Girl,Major
6/10/20,Heize,Lyricist / Things are going well,https://youtu.be/-R1uOoPJ-pM,Girl Solo,Major
6/9/20,E'Last,Swear,https://youtu.be/EtpXSXeAwug,Boy,Major
6/9/20,WJSN,Butterfly,https://youtu.be/ftyLwZ68LnU,Girl,Major
6/9/20,Chungha,Be Yourself,https://youtu.be/gdMEQAoBuxY,Girl Solo,CF
6/8/20,Seo Eunkwang,No One Knows,https://youtu.be/PhLLkAg4Mmg,Boy Solo,Major
6/8/20,Ha Sungwoon,Get Ready,https://youtu.be/RE1ANg7dx38,Boy Solo,Major
6/8/20,Super Junior-K.R.Y,When We Were Us,https://youtu.be/n0LZmB2UjxA,Boy,Major
6/7/20,N.Flying,Oh really.,https://youtu.be/kT3Swso1is0,Boy,Major
6/5/20,Bang Yedam,Wayo,https://youtu.be/k-U9YOXG4Qg,Boy Solo,Major
6/3/20,TXT,PUMA,https://youtu.be/ImTgS5OXgbU,Boy,Minor
6/3/20,GIDONGDAE,Party Like This,https://youtu.be/yL34udPwWqk,Boy,Major
6/2/20,VICTON,Mayday,https://youtu.be/PMLPefdwM00,Boy,Major
6/1/20,TWICE,More & More,https://youtu.be/mH0_XpSHkZo,Girl,Major
5/31/20,With Woollim,Relay,https://youtu.be/4YxSTlK122I,Co-ed,Special
5/29/20,Moonbyul,Absence,https://youtu.be/NXnP06Ial08,Girl Solo,Special
5/28/20,MOMOLAND,Tiki Taka,https://youtu.be/HbtGLUuMe7s,Girl,CF
5/27/20,Roy Kim,Linger On,https://youtu.be/K965drQkMLM,Boy Solo,Major
5/26/20,Stray Kids,Top -Japanese ver.-,https://youtu.be/o7lqCcE4Lho,Boy,Japanese
5/26/20,Onewe,End of Spring,https://youtu.be/MLqorz9OvEs,Boy,Major
5/26/20,MONSTA X,Fantasia,https://youtu.be/p2JzPlpA1Iw,Boy,Major
5/25/20,Park Jihoon,Wing,https://youtu.be/_Gn-bfrembY,Boy Solo,Major
5/25/20,DKB,Still,https://youtu.be/pJ7X5SrSuoc,Boy,Major
5/25/20,Baekhyun,Candy,https://youtu.be/gmgcRWxhmqY,Boy Solo,Major
5/24/20,Minzy,Lovely,https://youtu.be/A0QEYp7cmVU,Girl Solo,Major
5/23/20,KEEMBO,Scandalous,https://youtu.be/-OwfwHwcmUE,Girl,Major
5/22/20,Agust D,Daechwita,https://youtu.be/qGjAWJ2zWWI,Boy Solo,Major
5/21/20,Yubin,yaya (Me Time),https://youtu.be/BJD0arHF_5c,Girl Solo,Major
5/21/20,OnlyOneOf,Angel (prod. GRAY),https://youtu.be/vVTo8p72FxQ,Boy,Major
5/21/20,D-Crunch,Pierrot,https://youtu.be/4d_o-MkGOdI,Boy,Major
5/20/20,Ryu Sujeong,Tiger Eyes,https://youtu.be/aE6curPGQRY,Girl Solo,Major
5/20/20,Crush,Mayday feat. Joy (Red Velvet),https://youtu.be/29ycT6fA-Rs,Boy Solo,Major
5/19/20,NCT 127,Punch,https://youtu.be/U08OSl3V4po,Boy,Major
5/19/20,SECRET NUMBER,Who Dis?,https://youtu.be/mkYwq_CKpyw,Girl,Major
5/18/20,REDSQUARE,ColorFull,https://youtu.be/we1wqjcsYBU,Girl,Major
5/18/20,N.Flying,Amnesia,https://youtu.be/UcxNeKzdDN4,Boy,Japanese
5/18/20,TXT,Can't You See Me?,https://youtu.be/cMFHUTJ13Ys,Boy,Major
5/15/20,woo!ah!,woo!ah!,https://youtu.be/FBcuYNTmYdM,Girl,Major
5/15/20,Oh My Girl,Dolphin,https://youtu.be/oaRTMjLdiDw,Girl,Special
5/14/20,UNVS,Give You Up,https://youtu.be/AhHkUqlELvU,Boy,Major
5/13/20,Busters,Paeonia,https://youtu.be/ocFqqAMooSk,Girl,Major
5/13/20,Bolbbalgan4,Hug,https://youtu.be/qfeoX17dav0,Girl,Major
5/12/20,BVNDIT,Jungle,https://youtu.be/-lqsGDqkl2c,Girl,Major
5/12/20,"Baek Z Young, Ong Seongwu",didn't say anything,https://youtu.be/nfEPWfKtS0k,Co-ed,Special
5/11/20,NU'EST,I'm In Trouble,https://youtu.be/4Lm9u-iXrDc,Boy,Major
5/11/20,DAY6,Zombie,https://youtu.be/k8gx-C7GCGU,Boy,Major
5/7/20,Moon Jongup,Headache feat. Yunhway,https://youtu.be/KTAZ7I8RylM,Boy Solo,Major
5/7/20,Natty,Nineteen,https://youtu.be/rQpWdm5zHOU,Girl Solo,Major
5/7/20,Bolbbalgan4,Leo feat. Baekhyun,https://youtu.be/L8UUYfe6-UA,Girl,Major
5/6/20,IU,eight feat. SUGA,https://youtu.be/TgOu00Mf3kI,Girl Solo,Major
5/5/20,2Z,Doctor,https://youtu.be/JipujX1_8aQ,Boy,Major
5/4/20,ASTRO,Knock,https://youtu.be/Zz7YZtpz2Ek,Boy,Major
5/4/20,FANATICS,VAVI GIRL,https://youtu.be/10fv5Do3McY,Girl,Major
5/4/20,Taeyeon,Happy,https://youtu.be/Raj-AuQgCTg,Girl Solo,Major
4/29/20,NCT DREAM,Ridin',https://youtu.be/vofjeJvRT9c,Boy,Major
4/29/20,Bibi,Kazino,https://youtu.be/ObzvA8tx9aA,Girl Solo,Major
4/28/20,HA:TFELT,Life Sucks,https://youtu.be/Qk0fkeMAUz0,Girl Solo,Major
4/28/20,Minseo,No Good Girl,https://youtu.be/Ctlp1NNqXq0,Girl Solo,Major
4/28/20,GWSN,Bazooka!,https://youtu.be/wMj3sLP_azg,Girl,Major
4/27/20,Oh My Girl,Nonstop,https://youtu.be/iDjQSdN_ig8,Girl,Major
4/27/20,Chungha,Stay Tonight,https://youtu.be/YPFIh0dfYfw,Girl Solo,Major
4/26/20,Noir,Lucifer,https://youtu.be/30dfBPkKcRE,Boy,Major
4/26/20,HA:TFELT,Solitude,https://youtu.be/eto1czNzbwY,Girl Solo,Major
4/26/20,Ben,Bad,https://youtu.be/BYQ5MKtSzd0,Girl Solo,Major
4/23/20,HA:TFELT,Satellite,https://youtu.be/aiaLSkDDBec,Girl Solo,Major
4/23/20,Solar,Spit it out,https://youtu.be/V8FXWf0s7K0,Girl Solo,Major
4/23/20,ZICO X Kang Daniel,Refresh,https://youtu.be/k7aIhVBX3hw,Boy,CF
4/22/20,APRIL,LALALILALA,https://youtu.be/cO9DbwTF7rY,Girl,Major
4/22/20,H&D,Good Night,https://youtu.be/7JfEAusJ3OM,Boy,Minor
4/21/20,IMFACT,Lie,https://youtu.be/lOQStviApZ4,Boy,Minor
4/21/20,HA:TFELT,Satellite (Feat. ASH ISLAND),https://youtu.be/aiaLSkDDBec,Girl Solo,Major
4/21/20,H&D,Soul,https://youtu.be/ej-Yo2E-Pio,Boy,Major
4/20/20,GOT7,Not By The Moon,https://youtu.be/ladClnnJhqg,Boy,Major
4/20/20,BVNDIT,Children,https://youtu.be/IRYBMJ2qSns,Girl,Minor
4/18/20,Zelo,She and Malibu,https://youtu.be/EFjCTvNZU1s,Boy Solo,Major
4/17/20,MONSTA X,YOU CAN'T HOLD MY HEART,https://youtu.be/AWV3pIesd0Y,Boy,English
4/14/20,CRAVITY,Break All The Rules,https://youtu.be/NFlceOv8LMU,Boy,Major
4/13/20,Apink,Dumhdurum,https://youtu.be/WqzTRK5GPWQ,Girl,Major
4/13/20,Girlkind,Future,https://youtu.be/qXGRDLwR-EM,Girl,Major
4/10/20,KEEMBO,"Thank You, Anyway",https://youtu.be/b8Yqo91ahZk,Girl,Major
4/9/20,WINNER,Remember,https://youtu.be/NTJ8esMHW2E,Boy,Major
4/9/20,MCND,Spring,https://youtu.be/GpYOfM_PwZg,Boy,Major
4/9/20,DALsooobin,Dive,https://youtu.be/IENMc46TMtU,Girl Solo,Major
4/8/20,UNVS,Solar Eclipse (feat room102),https://youtu.be/ger1cmhBmT4,Boy,Major
4/7/20,Stella Jang,Villain,https://youtu.be/ghpn99s8I-U,Girl Solo,Major
4/6/20,(G)I-DLE,Oh My God,https://youtu.be/om3n2ni8luE,Girl,Major
4/6/20,MAX Changmin,Chocolate,https://youtu.be/-sKqPjhSiq0,Boy Solo,Major
4/5/20,cignature,ASSA,https://youtu.be/xDuaONIDgvc,Girl,Major
4/2/20,Onewe,Q feat Hwasa,https://youtu.be/Ww0O3RhZbXw,Boy,Major
4/1/20,Hong Jinyoung,Love is like a petal,https://youtu.be/aTx5trrmYCQ,Girl Solo,Major
3/31/20,CIX,Revival,https://youtu.be/LkbwhXFrmsc,Boy,Japanese
3/30/20,TOO,Magnolia,https://youtu.be/VMON43ideUI,Boy,Major
3/30/20,MONSTA X,Wish on the same sky,https://youtu.be/Xn5fAvdEEZA,Boy,Japanese
3/30/20,SUHO (EXO),Let's Love,https://youtu.be/Ygrv55VRRas,Boy Solo,Major
3/26/20,WINNER,Hold,https://youtu.be/YURT0erwtJc,Boy,Major
3/24/20,Kang Daniel,2U,https://youtu.be/GmqfRBaJm6I,Boy Solo,Major
3/24/20,Oneus,A Song Written Easily,https://youtu.be/Fbj4Dh-QkpA,Boy,Major
3/23/20,Seventeen,Fallin' Flower,https://youtu.be/u4iDL3c0T1c,Boy,Japanese
3/22/20,Kisum,Primero,https://youtu.be/5YsdHqm9udM,Girl Solo,Minor
3/21/20,PURPLEBECK,VALENTi,https://youtu.be/ndwoqz1wx7Y,Girl,Major
3/20/20,Daydream,Num Num,https://youtu.be/XrAZVvCaqL0,Girl,Major
3/17/20,Sejeong (gugudan),Plant,https://youtu.be/pbAUixR61Vs,Girl Solo,Major
3/15/20,Hong Eunki,Breath,https://youtu.be/zIvlwzMuP-4,Boy Solo,Major
3/13/20,Eyedi,J.us.t,https://youtu.be/UbIz99fsUXY,Girl Solo,Major
3/12/20,AB6IX,Color Eye (Park Woojin),https://youtu.be/aFRkwkLMGHI,Boy,Special
3/11/20,DONGKIZ,Lupin,https://youtu.be/6ZgIW9CwhZw,Boy,Major
3/11/20,Dreamcatcher,Sahara,https://youtu.be/BgLhbkKu1s4,Girl,Special
3/10/20,Favorite,Lie,https://youtu.be/lE1X2U1sBFg,Girl,Major
3/9/20,Stray Kids,Levanter -Japanese ver.-,https://youtu.be/YlOLn9Pd9R4,Boy,Japanese
3/9/20,ITZY,Wannabe,https://youtu.be/fE2h3lGlOsk,Girl,Major
3/8/20,VICTON,Howling,https://youtu.be/fPlcZsCOugA,Boy,Major
3/5/20,BTS,Black Swan,https://youtu.be/0lapF4DQPKQ,Boy,Minor
3/5/20,NCT 127,Kick It,https://youtu.be/2OvyA2__Eas,Boy,Major
3/4/20,VIINI,"Love The Moon feat. Suhyun, BLOO",https://youtu.be/Md9RRt2r3TU,Boy Solo,Major
3/4/20,Dreamcatcher,Endless Night,https://youtu.be/wCALuFy2YVI,Girl,Japanese
3/3/20,CRAXY,Aria,https://youtu.be/KhM_l1EeHKc,Girl,Major
3/1/20,FTISLAND,Sunrise Yellow,https://youtu.be/SYMZf2DgRdg,Boy,Japanese
2/29/20,Chungha,Everybody Has,https://youtu.be/-4sq1sUI7-I,Girl,Special
2/28/20,BTS,ON,https://youtu.be/mPVDGOVjRQ0,Boy,Major
2/28/20,Lim Kim,Mong,https://youtu.be/XYNfqKJr538,Girl Solo,Major
2/27/20,SF9,Good Guy -Japanese ver.-,https://youtu.be/LswOtwkLEAI,Boy,Japanese
2/27/20,MCND,Ice Age,https://youtu.be/XpIG9dq1PQw,Boy,Major
2/26/20,ELRIS,Jackpot,https://youtu.be/iPAIlZM1VUU,Girl,Major
2/24/20,AleXa,A.I Trooper,https://youtu.be/LGt-Dmnjk-s,Girl Solo,Minor
2/24/20,Ravi,ROCKSTAR (Feat. Paloalto),https://youtu.be/OZw8s1wVUtU,Boy Solo,Major
2/23/20,Spectrum,Showtime,https://youtu.be/13ktxoI5E-M,Boy,Major
2/22/20,UNVS,Timeless,https://youtu.be/MEtQXrElVy0,Boy,Major
2/21/20,BTS,ON (Kinetic Manifesto Film : Come Prima),https://youtu.be/gwMa6gpoE9I,Boy,Major
2/21/20,ELRIS,This is me (Dance Ver.),https://youtu.be/9uhUmjANdQA,Girl,Minor
2/21/20,Moon,Woo,https://youtu.be/WDrcvug1xZs,Girl Solo,Major
2/21/20,3YE,Queen,https://youtu.be/HWOtN5B8PnU,Girl,Major
2/20/20,Weki Meki,Dazzle Dazzle,https://youtu.be/RTeOt6n90vM,Girl,Major
